STORE;DATE;TEMPERATURE;FUEL_PRICE;MARKDOWN1;MARKDOWN2;MARKDOWN3;MARKDOWN4;MARKDOWN5;CPI;UNEMPLOYMENT;ISHOLIDAY;WEEKLY_SALES
7;17/08/2012;59.66;3.545;1266.82;34.6;46.86;1649.91;1421.44;1.981.001.057;7.872;FALSE;18244.5
7;24/08/2012;59.27;3.558;2534.52;19.6;1.86;1627.26;3915.85;1.980.984.199;7.872;FALSE;21140.44
7;31/08/2012;60.46;3.556;6246.07;9;16.35;2482.01;1225.36;1.980.967.341;7.872;FALSE;38656.8
7;07/09/2012;57.84;3.596;5069.74;NA;10.15;817.15;2158.82;1.980.950.484;7.872;TRUE;35450.71
7;14/09/2012;53.66;3.659;3180.52;NA;5.03;709.04;5384.1;1.981.267.184;7.872;FALSE;27333.83
7;21/09/2012;51.77;3.765;4113.14;12;3;344.2;4693.52;198.358.523;7.872;FALSE;30988.32
7;28/09/2012;50.64;3.789;3735.2;6.91;4.5;917.2;1793.35;1.985.903.276;7.872;FALSE;44042.93
7;05/10/2012;48.43;3.779;2955.56;NA;9.9;2240.78;1324.84;1.988.221.322;7.557;FALSE;41729.36
7;12/10/2012;41.43;3.76;302.62;NA;3.72;375.75;514.23;1.990.539.368;7.557;FALSE;32636.66
7;19/10/2012;43.01;3.75;2034.63;NA;0.5;298.55;4163.41;1.991.481.963;7.557;FALSE;31062.86
7;26/10/2012;42.53;3.686;2818.42;24.03;2.97;343.26;1064.56;1.992.195.317;7.557;FALSE;34679.39
7;02/11/2012;37.2;3.604;3335.15;1937.31;5.02;282.71;1127.18;1.992.908.671;7.557;FALSE;50675.72
7;09/11/2012;36.89;3.545;1797.81;3661.28;10;501.33;3222.63;1.993.622.024;7.557;FALSE;37670.13
7;16/11/2012;23.91;3.479;4971.72;723.12;7.28;845.51;1710.22;1.994.313.603;7.557;FALSE;28932.57
7;23/11/2012;34.81;3.45;295.5;NA;44081.25;78.08;623.37;1.994.976.149;7.557;TRUE;42228.79
7;30/11/2012;28.1;3.436;3839.63;NA;14836.66;88.68;6046.28;1.995.638.695;7.557;FALSE;23042.52
7;07/12/2012;34.19;3.373;4599.98;NA;116;368.57;4274.79;1.996.301.241;7.557;FALSE;27724.56
7;14/12/2012;20.93;3.303;1463.18;NA;26;3.97;1049.36;1.997.190.578;7.557;FALSE;31948.63
7;21/12/2012;12.57;3.218;1066.13;NA;29.64;40.6;475.96;1.999.440.662;7.557;FALSE;45445.25
7;28/12/2012;2.32;3.108;7153;7398.79;106.33;24.43;1286.48;2.001.690.745;7.557;TRUE;27192.39
7;04/01/2013;-6.08;3.034;1390.63;11904.04;37.82;65.08;1446.44;2.003.940.829;7.107;FALSE;20705.21
7;11/01/2013;-6.61;2.957;2117.01;8298.08;8.61;15.26;745.42;2.006.190.912;7.107;FALSE;15416.12
7;18/01/2013;-7.29;2.889;6630.25;3626.32;1.96;1174.23;1513.31;2.007.382.625;7.107;FALSE;13332.75
7;25/01/2013;4;2.872;717.12;1046.55;0.6;20.88;826.28;200.815.099;7.107;FALSE;14728.57
7;01/02/2013;25.67;2.998;4389.12;316.88;113.68;4128.61;1238.01;2.008.919.355;7.107;FALSE;19427.31
7;08/02/2013;11.26;3.214;30907.52;185.19;392.36;16519.53;2304.12;200.968.772;7.107;TRUE;20985.41
7;15/02/2013;13.73;3.391;8906.51;490.37;0.24;959.51;3846.26;201.040.053;7.107;FALSE;23867.82
7;22/02/2013;13.39;3.563;7919.43;642.57;46.54;3475.28;1450.55;2.010.974.452;7.107;FALSE;25957.89
7;01/03/2013;11.94;3.638;3789.54;99.08;0.4;33.38;959.83;2.011.548.374;7.107;FALSE;30503.3
7;08/03/2013;24.24;3.624;9370.38;85.98;107.66;2891.2;1385.72;2.012.122.297;7.107;FALSE;28291.68
7;15/03/2013;30.09;3.607;2521.46;NA;219.71;879.39;1203.71;2.012.410.473;7.107;FALSE;37941.84
7;22/03/2013;30.94;3.609;4514.13;NA;677.3;133.33;983.16;2.011.984.283;7.107;FALSE;33541.36
7;29/03/2013;26.56;3.605;7886.02;NA;420.1;69.41;2403.73;2.011.558.092;7.107;FALSE;50382.47
7;05/04/2013;39.3;3.633;6121.49;979.92;152.85;161.59;986.23;2.011.131.902;6.953;FALSE;41235.34
7;12/04/2013;34.79;3.642;1731.11;28.55;25.47;89.14;1032.44;2.010.705.712;6.953;FALSE;33136.94
7;19/04/2013;29.7;3.603;1726.61;0.03;28.68;188.07;1130.11;2.010.705.712;6.953;FALSE;28111.87
7;26/04/2013;35.7;3.568;738.97;NA;54.04;21.2;471.4;2.010.705.712;6.953;FALSE;30359.94
7;03/05/2013;42.36;3.573;4661.74;NA;25.74;1145.37;917.91;NA;NA;FALSE;31552.3
7;10/05/2013;44.11;3.609;4441.63;85.76;18.25;153.84;3820.86;NA;NA;FALSE;28043.48
7;17/05/2013;53.23;3.703;3048.39;2;6.64;405.44;1236.57;NA;NA;FALSE;26160.37
7;24/05/2013;50.09;3.884;1557.79;4;177.08;596.22;1440.8;NA;NA;FALSE;29338.57
7;31/05/2013;50.7;3.87;2350.78;-7.76;91.59;166.86;540.89;NA;NA;FALSE;35001.66
7;07/06/2013;50.92;3.825;4849.33;148.68;75.64;2043.97;2240.29;NA;NA;FALSE;30307.11
7;14/06/2013;54.81;3.797;2143.04;196.29;157;605.85;1250.24;NA;NA;FALSE;30249.01
7;21/06/2013;52.16;3.736;1434.01;116.52;92.13;471.28;2812.28;NA;NA;FALSE;28249.43
7;28/06/2013;55.28;3.691;2817.6;750.96;NA;272.82;1057.35;NA;NA;FALSE;25081.23
7;05/07/2013;53.86;3.637;3764.78;977.99;163.96;2038.56;1154.49;NA;NA;FALSE;32851.76
7;12/07/2013;59.99;3.583;918.12;732.41;55.68;470.11;1397.18;NA;NA;FALSE;21464.73
7;19/07/2013;55.22;3.585;460.9;250.72;13.75;310.91;778.74;NA;NA;FALSE;22594.18
7;26/07/2013;56.69;3.582;180.87;54.56;NA;36.65;877.99;NA;NA;FALSE;22921.21
8;05/02/2010;34.14;2.572;NA;NA;NA;NA;NA;2.144.714.512;6.299;FALSE;23780.97
8;12/02/2010;33.34;2.548;NA;NA;NA;NA;NA;2.146.214.189;6.299;TRUE;20400.88
8;19/02/2010;39.1;2.514;NA;NA;NA;NA;NA;2.146.664.878;6.299;FALSE;23503.86
8;26/02/2010;37.91;2.561;NA;NA;NA;NA;NA;2.146.940.735;6.299;FALSE;26262.95
8;05/03/2010;45.64;2.625;NA;NA;NA;NA;NA;2.147.216.592;6.299;FALSE;41634.69
8;12/03/2010;49.76;2.667;NA;NA;NA;NA;NA;2.147.492.449;6.299;FALSE;42920.95
8;19/03/2010;47.26;2.72;NA;NA;NA;NA;NA;2.145.764.954;6.299;FALSE;31882.98
8;26/03/2010;46.51;2.732;NA;NA;NA;NA;NA;2.143.703.567;6.299;FALSE;33889.72
8;02/04/2010;60.18;2.719;NA;NA;NA;NA;NA;214.164.218;6.29;FALSE;40712.85
8;09/04/2010;59.25;2.77;NA;NA;NA;NA;NA;2.139.580.793;6.29;FALSE;40439.53
8;16/04/2010;62.66;2.808;NA;NA;NA;NA;NA;2.138.186.357;6.29;FALSE;37126.23
8;23/04/2010;56.1;2.795;NA;NA;NA;NA;NA;213.768.119;6.29;FALSE;36690.81
8;30/04/2010;61.01;2.78;NA;NA;NA;NA;NA;2.137.176.024;6.29;FALSE;41040.84
8;07/05/2010;62.68;2.835;NA;NA;NA;NA;NA;2.136.670.857;6.29;FALSE;30721.5
8;14/05/2010;61.35;2.854;NA;NA;NA;NA;NA;2.136.655.355;6.29;FALSE;31494.77
8;21/05/2010;66.03;2.826;NA;NA;NA;NA;NA;2.139.577.839;6.29;FALSE;29634.13
8;28/05/2010;74.71;2.759;NA;NA;NA;NA;NA;2.142.500.323;6.29;FALSE;27921.96
8;04/06/2010;75.71;2.705;NA;NA;NA;NA;NA;2.145.422.806;6.29;FALSE;33299.27
8;11/06/2010;82.21;2.668;NA;NA;NA;NA;NA;214.834.529;6.29;FALSE;28208
8;18/06/2010;78.79;2.637;NA;NA;NA;NA;NA;2.148.324.452;6.29;FALSE;33731.81
8;25/06/2010;81.78;2.653;NA;NA;NA;NA;NA;2.147.126.286;6.29;FALSE;31406.96
8;02/07/2010;74.78;2.669;NA;NA;NA;NA;NA;2.145.928.119;6.315;FALSE;31794.04
8;09/07/2010;72.49;2.642;NA;NA;NA;NA;NA;2.144.729.952;6.315;FALSE;32486.28
8;16/07/2010;77.49;2.623;NA;NA;NA;NA;NA;2.144.640.599;6.315;FALSE;32134.61
8;23/07/2010;78.29;2.608;NA;NA;NA;NA;NA;2.146.029.664;6.315;FALSE;29091.15
8;30/07/2010;76.02;2.64;NA;NA;NA;NA;NA;2.147.418.728;6.315;FALSE;30666.59
8;06/08/2010;80.37;2.627;NA;NA;NA;NA;NA;2.148.807.793;6.315;FALSE;32902.69
8;13/08/2010;80.11;2.692;NA;NA;NA;NA;NA;2.150.196.857;6.315;FALSE;26568.32
8;20/08/2010;79.36;2.664;NA;NA;NA;NA;NA;2.149.779.825;6.315;FALSE;26197.6
8;27/08/2010;74.92;2.619;NA;NA;NA;NA;NA;2.149.362.793;6.315;FALSE;30894.79
8;03/09/2010;76.14;2.577;NA;NA;NA;NA;NA;214.894.576;6.315;FALSE;34227.73
8;10/09/2010;74.34;2.565;NA;NA;NA;NA;NA;2.148.528.728;6.315;TRUE;28149.18
8;17/09/2010;75.32;2.582;NA;NA;NA;NA;NA;2.148.785.562;6.315;FALSE;32177.66
8;24/09/2010;72.21;2.624;NA;NA;NA;NA;NA;2.149.547.795;6.315;FALSE;31667.6
8;01/10/2010;68.7;2.603;NA;NA;NA;NA;NA;2.150.310.029;6.433;FALSE;29779.96
8;08/10/2010;62.94;2.633;NA;NA;NA;NA;NA;2.151.072.262;6.433;FALSE;33138.28
8;15/10/2010;62.59;2.72;NA;NA;NA;NA;NA;2.151.757;6.433;FALSE;31341.38
8;22/10/2010;62.86;2.725;NA;NA;NA;NA;NA;2.152.248;6.433;FALSE;30078.61
8;29/10/2010;57.93;2.716;NA;NA;NA;NA;NA;2.152.739;6.433;FALSE;29613.51
8;05/11/2010;55.76;2.689;NA;NA;NA;NA;NA;215.323;6.433;FALSE;35078.09
8;12/11/2010;54.89;2.728;NA;NA;NA;NA;NA;2.153.721;6.433;FALSE;31271.9
8;19/11/2010;43.86;2.771;NA;NA;NA;NA;NA;2.152.538.714;6.433;FALSE;34848.72
8;26/11/2010;51.07;2.735;NA;NA;NA;NA;NA;2.151.077.548;6.433;TRUE;31692.56
8;03/12/2010;42.85;2.708;NA;NA;NA;NA;NA;2.149.616.381;6.433;FALSE;33457.07
8;10/12/2010;42.47;2.843;NA;NA;NA;NA;NA;2.148.155.214;6.433;FALSE;32256.12
8;17/12/2010;45.03;2.869;NA;NA;NA;NA;NA;2.147.510.843;6.433;FALSE;29212.99
8;24/12/2010;45.67;2.886;NA;NA;NA;NA;NA;2.147.479.069;6.433;FALSE;29097.1
8;31/12/2010;41.47;2.943;NA;NA;NA;NA;NA;2.147.447.295;6.433;TRUE;29764.24
8;07/01/2011;35.77;2.976;NA;NA;NA;NA;NA;2.147.415.521;6.262;FALSE;30734.05
8;14/01/2011;31.62;2.983;NA;NA;NA;NA;NA;2.147.930.991;6.262;FALSE;30847.4
8;21/01/2011;42.06;3.016;NA;NA;NA;NA;NA;2.151.729.926;6.262;FALSE;26805.78
8;28/01/2011;39.26;3.01;NA;NA;NA;NA;NA;2.155.528.862;6.262;FALSE;25464.1
8;04/02/2011;24.48;2.989;NA;NA;NA;NA;NA;2.159.327.797;6.262;FALSE;31543.83
8;11/02/2011;28.26;3.022;NA;NA;NA;NA;NA;2.163.126.733;6.262;TRUE;26288.47
8;18/02/2011;50.64;3.045;NA;NA;NA;NA;NA;2.166.310.383;6.262;FALSE;26066.48
8;25/02/2011;51.29;3.065;NA;NA;NA;NA;NA;2.169.247.918;6.262;FALSE;31090.69
8;04/03/2011;53.18;3.288;NA;NA;NA;NA;NA;2.172.185.454;6.262;FALSE;26558.42
8;11/03/2011;49.14;3.459;NA;NA;NA;NA;NA;217.512.299;6.262;FALSE;28569.66
8;18/03/2011;56.68;3.488;NA;NA;NA;NA;NA;2.177.705.442;6.262;FALSE;28609
8;25/03/2011;59.74;3.473;NA;NA;NA;NA;NA;2.180.145.862;6.262;FALSE;31325.61
8;01/04/2011;49.86;3.524;NA;NA;NA;NA;NA;2.182.586.281;6.297;FALSE;25764.32
8;08/04/2011;65.62;3.622;NA;NA;NA;NA;NA;21.850.267;6.297;FALSE;24500.27
8;15/04/2011;63.55;3.743;NA;NA;NA;NA;NA;2.187.262.524;6.297;FALSE;23058.41
8;22/04/2011;65.11;3.807;NA;NA;NA;NA;NA;2.188.986.857;6.297;FALSE;23852.51
8;29/04/2011;62.29;3.81;NA;NA;NA;NA;NA;219.071.119;6.297;FALSE;26223.02
8;06/05/2011;58.92;3.906;NA;NA;NA;NA;NA;2.192.435.524;6.297;FALSE;33036.92
8;13/05/2011;72.96;3.899;NA;NA;NA;NA;NA;2.194.159.857;6.297;FALSE;35673.56
8;20/05/2011;65.54;3.907;NA;NA;NA;NA;NA;2.191.746.922;6.297;FALSE;34655.18
8;27/05/2011;73.14;3.786;NA;NA;NA;NA;NA;2.189.333.986;6.297;FALSE;33148.39
8;03/06/2011;82.05;3.699;NA;NA;NA;NA;NA;2.186.921.051;6.297;FALSE;36246.52
8;10/06/2011;82.21;3.648;NA;NA;NA;NA;NA;2.184.508.115;6.297;FALSE;31563.06
8;17/06/2011;84.73;3.637;NA;NA;NA;NA;NA;2.184.021.448;6.297;FALSE;33739.79
8;24/06/2011;83.94;3.594;NA;NA;NA;NA;NA;2.184.979.481;6.297;FALSE;42875.11
8;01/07/2011;87.26;3.524;NA;NA;NA;NA;NA;2.185.937.514;6.425;FALSE;30863.93
8;08/07/2011;83.57;3.48;NA;NA;NA;NA;NA;2.186.895.548;6.425;FALSE;32563.54
8;15/07/2011;84.26;3.575;NA;NA;NA;NA;NA;2.187.746.217;6.425;FALSE;32040.83
8;22/07/2011;85.46;3.651;NA;NA;NA;NA;NA;2.188.328.475;6.425;FALSE;34446.35
8;29/07/2011;86.46;3.682;NA;NA;NA;NA;NA;2.188.910.733;6.425;FALSE;28188.01
8;05/08/2011;85.15;3.684;NA;NA;NA;NA;NA;2.189.492.991;6.425;FALSE;28902.6
8;12/08/2011;86.05;3.638;NA;NA;NA;NA;NA;2.190.075.249;6.425;FALSE;28848.69
8;19/08/2011;82.92;3.554;NA;NA;NA;NA;NA;2.190.701.968;6.425;FALSE;28586.42
8;26/08/2011;84.69;3.523;NA;NA;NA;NA;NA;2.191.336.097;6.425;FALSE;30235.6
8;02/09/2011;84.77;3.533;NA;NA;NA;NA;NA;2.191.970.226;6.425;FALSE;35960.03
8;09/09/2011;69.01;3.546;NA;NA;NA;NA;NA;2.192.604.355;6.425;TRUE;31578.41
8;16/09/2011;69.09;3.526;NA;NA;NA;NA;NA;2.194.442.443;6.425;FALSE;31612.86
8;23/09/2011;68.72;3.467;NA;NA;NA;NA;NA;219.788.581;6.425;FALSE;29831.79
8;30/09/2011;72.2;3.355;NA;NA;NA;NA;NA;2.201.329.176;6.425;FALSE;29583.91
8;07/10/2011;67.61;3.285;NA;NA;NA;NA;NA;2.204.772.543;6.123;FALSE;31714.81
8;14/10/2011;61.74;3.274;NA;NA;NA;NA;NA;2.207.960.935;6.123;FALSE;28299.95
8;21/10/2011;59.97;3.353;NA;NA;NA;NA;NA;2.209.619.484;6.123;FALSE;29459.23
8;28/10/2011;56.86;3.372;NA;NA;NA;NA;NA;2.211.278.032;6.123;FALSE;30521.96
8;04/11/2011;49.68;3.332;NA;NA;NA;NA;NA;2.212.936.581;6.123;FALSE;32548.48
8;11/11/2011;50.56;3.297;4971.01;4538.18;541.05;1407.72;3846.73;2.214.595.129;6.123;FALSE;31383.62
8;18/11/2011;51.72;3.308;6839.45;114.32;166.32;868.79;4442.66;2.216.911.738;6.123;FALSE;28909.06
8;25/11/2011;49.61;3.236;437.61;320.76;45968.51;110.41;992.9;2.219.491.571;6.123;TRUE;30630.65
8;02/12/2011;40.82;3.172;2222.42;286;1464.46;1192.79;13865.57;2.222.071.405;6.123;FALSE;30606.87
8;09/12/2011;30.51;3.158;4425.92;36;346.05;1791.15;9889.35;2.224.651.238;6.123;FALSE;31416.52
8;16/12/2011;39.79;3.159;739.45;34;326.76;169.2;2238.66;2.226.910.959;6.123;FALSE;32147.59
8;23/12/2011;38.16;3.112;1234;0.3;891.94;14;5884.24;2.228.743.862;6.123;FALSE;27300.29
8;30/12/2011;36.33;3.129;3701.08;36381.83;164.34;178.4;1508.56;2.230.576.765;6.123;TRUE;31036.88
8;06/01/2012;43.47;3.157;3093.39;26001.46;96.35;500.91;4468.63;2.232.409.668;5.825;FALSE;31083.31
8;13/01/2012;36.46;3.261;6725.29;12764.99;15.98;299.73;3851.69;2.234.242.571;5.825;FALSE;30888.69
8;20/01/2012;46.81;3.268;1643.08;1055.47;9.02;411.88;3161.92;2.235.188.055;5.825;FALSE;28827.99
8;27/01/2012;45.52;3.29;6065.01;730.16;15.18;30.28;24241.12;2.236.133.539;5.825;FALSE;28349.42
8;03/02/2012;45.56;3.36;41524.03;1412.41;83.15;18723.56;3886.31;2.237.079.023;5.825;FALSE;31588.66
8;10/02/2012;35.71;3.409;9332.6;3298.88;32.12;6530.08;4858.74;2.238.024.507;5.825;TRUE;32346.54
8;17/02/2012;37.51;3.51;4376.58;10723.12;10.5;1546.82;4117.02;2.239.658.621;5.825;FALSE;28013.63
8;24/02/2012;46.33;3.555;9712.39;4960.15;1;2441.26;5314.33;2.241.809.207;5.825;FALSE;30877.51
8;02/03/2012;50.95;3.63;19521.45;1000.19;0.6;5819.37;3641.54;2.243.959.793;5.825;FALSE;32006.18
8;09/03/2012;49.59;3.669;7740.12;269.44;2;509.65;4678.17;2.246.110.379;5.825;FALSE;31747.07
8;16/03/2012;56.63;3.734;4879.04;501.9;6.14;1078.01;1288.81;2.247.657.327;5.825;FALSE;30816.81
8;23/03/2012;52.9;3.787;6155.76;499.11;2.04;403.32;2748.36;2.248.399.424;5.825;FALSE;30434.19
8;30/03/2012;66.69;3.845;6052.68;121.67;NA;375.27;1715.7;2.249.141.521;5.825;FALSE;26147.46
8;06/04/2012;62.18;3.891;6821.13;NA;27.04;2101.86;3627.77;2.249.883.618;5.679;FALSE;29927.33
8;13/04/2012;65.19;3.891;7627.83;4689.55;4.2;940.82;1723.28;2.250.625.714;5.679;FALSE;23995.69
8;20/04/2012;63.59;3.877;3600.79;2105.64;4.9;1768.65;14945.23;2.251.179.914;5.679;FALSE;25331.83
8;27/04/2012;70.34;3.814;5440.25;1.5;2.2;15.6;3302.44;2.251.734.114;5.679;FALSE;23650.22
8;04/05/2012;73.96;3.749;12807.63;NA;260.55;3338.11;2197.51;2.252.288.314;5.679;FALSE;33524.28
8;11/05/2012;64.96;3.688;10852.45;NA;3.82;1425.65;2545.79;2.252.842.514;5.679;FALSE;37764.38
8;18/05/2012;64.16;3.63;7288.06;NA;24.25;585.14;4836.15;2.253.002.908;5.679;FALSE;40409.5
8;25/05/2012;76.11;3.561;2989.94;NA;651.09;1056.01;10189.75;2.253.005.779;5.679;FALSE;37507.44
8;01/06/2012;78.31;3.501;11578.32;41.6;58.17;1319.45;2044.72;225.300.865;5.679;FALSE;39036.14
8;08/06/2012;74.28;3.452;8721.82;252.8;30.45;679.89;5160.31;2.253.011.521;5.679;FALSE;34858.03
8;15/06/2012;77.14;3.393;8583.02;265.7;151.05;1184.4;5675.58;2.253.134.743;5.679;FALSE;33405.1
8;22/06/2012;78.85;3.346;5146.44;124.95;2.97;1409.95;3956.16;2.253.558.843;5.679;FALSE;33327.09
8;29/06/2012;84.47;3.286;8467.23;199.75;NA;492.34;5529.08;2.253.982.943;5.679;FALSE;43718.05
8;06/07/2012;81.24;3.227;10526.01;157.93;182.17;3068.98;4059.99;2.254.407.043;5.401;FALSE;36666.29
8;13/07/2012;78.46;3.256;10278.48;129.2;24;1750.15;2057.71;2.254.831.143;5.401;FALSE;29709.53
8;20/07/2012;79.94;3.311;6764.94;164.8;13.02;390.77;58068.14;2.254.930.078;5.401;FALSE;30838.26
8;27/07/2012;81.71;3.407;6382.88;80.6;3.55;2242.95;4403.2;2.255.029.014;5.401;FALSE;29433.27
8;03/08/2012;85.06;3.417;12755.02;88.2;17.83;4783.44;4865.74;2.255.127.949;5.401;FALSE;35800.66
8;10/08/2012;83.74;3.494;11811.65;26;59.03;2215.73;2801.89;2.255.226.885;5.401;FALSE;32271.72
8;17/08/2012;81.21;3.571;3224.14;21.02;4.26;1066.29;5044.43;2.256.050.797;5.401;FALSE;30339.17
8;24/08/2012;73.77;3.62;3822.14;6.4;4.2;763.09;3570.91;2.257.418.442;5.401;FALSE;34203.35
8;31/08/2012;75.33;3.638;10297.42;21.6;17.16;3952.93;3198.02;2.258.786.088;5.401;FALSE;37294.14
8;07/09/2012;80.87;3.73;11548.63;9;29.22;1177.09;2831.4;2.260.153.733;5.401;TRUE;36155.27
8;14/09/2012;67.21;3.717;4678.98;NA;12.29;1130.96;5427.34;2.261.615.981;5.401;FALSE;32578.62
8;21/09/2012;66.96;3.721;3913.12;5.73;2.28;NA;6984.96;2.263.645.848;5.401;FALSE;32851.06
8;28/09/2012;71.1;3.666;5518.65;1.91;0.55;1103.02;2049.02;2.265.675.714;5.401;FALSE;33135.34
8;05/10/2012;61.41;3.617;3709.42;NA;20.04;1332.17;2156.75;2.267.705.581;5.124;FALSE;39189.33
8;12/10/2012;55.03;3.601;757.39;NA;7.5;186.45;4830.34;2.269.735.448;5.124;FALSE;31430.55
8;19/10/2012;62.99;3.594;1260.59;NA;6.5;280.98;3531.83;2.270.184.166;5.124;FALSE;29187.22
8;26/10/2012;64.74;3.506;2679.05;20.38;6;384.25;1691.31;2.270.369.359;5.124;FALSE;30594.53
8;02/11/2012;53.41;3.386;8753.34;2732.6;6.3;1715.26;2261.91;2.270.554.553;5.124;FALSE;32794.21
8;09/11/2012;58.95;3.314;6026.16;4076.16;5.83;274.99;2239.32;2.270.739.747;5.124;FALSE;33834.22
8;16/11/2012;48.24;3.252;14137.45;3180.35;44.98;629.78;3936.76;2.271.065.086;5.124;FALSE;29723.55
8;23/11/2012;53.59;3.211;619.88;NA;46342.06;28.36;1182.05;2.271.577.286;5.124;TRUE;27884.19
8;30/11/2012;48.92;3.207;7136.29;NA;2776.64;218.89;2986.68;2.272.089.486;5.124;FALSE;28490.93
8;07/12/2012;53.13;3.198;9652.09;NA;331;582.52;18292.6;2.272.601.686;5.124;FALSE;30851.75
8;14/12/2012;40.41;3.168;3714.5;NA;76;571.53;2248.72;2.273.214.378;5.124;FALSE;31705.09
8;21/12/2012;43.31;3.098;6006.01;57.96;60.32;114.91;2614.41;2.274.430.023;5.124;FALSE;29203.63
8;28/12/2012;33.68;3.108;8867.99;21760.08;99.96;39;356.86;2.275.645.668;5.124;TRUE;27205.4
8;04/01/2013;29.75;3.161;1048.19;22791.26;16.63;NA;3751.39;2.276.861.313;5.212;FALSE;27822.4
8;11/01/2013;38.79;3.243;4261.84;7990.99;4.58;259.79;3090.33;2.278.076.959;5.212;FALSE;27803.78
8;18/01/2013;31.83;3.237;5317.35;5022.45;1.12;176.18;1567.8;2.278.390.876;5.212;FALSE;29442.38
8;25/01/2013;44.34;3.227;6534.46;1010.03;NA;1806.73;1406.03;2.278.344.101;5.212;FALSE;26285.27
8;01/02/2013;46.81;3.244;17701.91;532.5;46.4;13281.29;2476.34;2.278.297.327;5.212;FALSE;24213.18
8;08/02/2013;47.16;3.417;56131.52;176.31;761.61;16189.82;5425.07;2.278.250.553;5.212;TRUE;21760.75
8;15/02/2013;40.34;3.475;7808.31;2965.72;1.86;530.03;5326.7;2.278.635;5.212;FALSE;18706.21
8;22/02/2013;40.81;3.597;8245.49;4084.81;1.6;1976.55;2110.41;22.800.975;5.212;FALSE;17306.61
8;01/03/2013;37.3;3.711;28754.5;289.26;1.2;20.81;1570.24;228.156;5.212;FALSE;19082.9
8;08/03/2013;51.05;3.658;28078.98;36.34;60.92;2031.46;3412.68;22.830.225;5.212;FALSE;17864.32
8;15/03/2013;51.54;3.622;11921.47;NA;9.24;1748.46;1251.74;2.284.315.779;5.212;FALSE;19738.42
8;22/03/2013;54.41;3.611;5564.82;NA;461.1;995.46;763.92;2.285.186.005;5.212;FALSE;17592.13
8;29/03/2013;48.41;3.606;12937.38;NA;341.25;4.96;2561.96;228.605.623;5.212;FALSE;21762.46
8;05/04/2013;52.56;3.583;9189.81;5271.72;269.79;1103.23;1391.14;2.286.926.456;5.024;FALSE;22186.81
8;12/04/2013;57.36;3.529;3916.55;890.74;64.2;278.27;2337.48;2.287.796.682;5.024;FALSE;19991.95
8;19/04/2013;58.84;3.451;6880.74;173.25;85.36;84.02;1397.94;2.287.796.682;5.024;FALSE;17349.9
8;26/04/2013;56.04;3.417;2114.19;NA;133.49;17.45;2140.78;2.287.796.682;5.024;FALSE;20001.75
8;03/05/2013;61.99;3.386;6350.54;37.92;63.97;2335.52;1436.22;NA;NA;FALSE;28928.31
8;10/05/2013;60.86;3.392;5616.53;51.37;44.57;212.39;5825.55;NA;NA;FALSE;23301.17
8;17/05/2013;68.96;3.454;4828.72;77.27;9.6;740.82;3053.03;NA;NA;FALSE;27266.41
8;24/05/2013;75.19;3.494;3574.15;33.96;583.98;903.89;2985.58;NA;NA;FALSE;28393.85
8;31/05/2013;78.64;3.466;6642.08;38.92;516.31;25.06;4405.9;NA;NA;FALSE;36263.69
8;07/06/2013;75.82;3.439;8402.95;427.63;211.64;4447.74;3276.15;NA;NA;FALSE;26806.72
8;14/06/2013;79.04;3.431;5285;274.37;538.68;1761.08;1596.28;NA;NA;FALSE;34807.01
8;21/06/2013;77.28;3.479;2732.22;372.86;228.8;1425.64;3966.22;NA;NA;FALSE;39460.59
8;28/06/2013;85.64;3.495;7133.36;388.98;20.2;2483.25;3965.72;NA;NA;FALSE;26880.74
8;05/07/2013;76.18;3.422;6801.88;1592.93;880.32;5097.59;1717.64;NA;NA;FALSE;27604.86
8;12/07/2013;83.16;3.4;4018.39;893.36;95.35;1586.56;3186;NA;NA;FALSE;27781.28
8;19/07/2013;72.86;3.556;1034.72;486.84;43.83;818.13;7118.46;NA;NA;FALSE;28115.79
8;26/07/2013;78.7;3.62;675.56;740.04;55.38;73.42;2343.11;NA;NA;FALSE;26789.66
9;05/02/2010;38.01;2.572;NA;NA;NA;NA;NA;2.146.554.591;6.415;FALSE;37289.02
9;12/02/2010;37.08;2.548;NA;NA;NA;NA;NA;2.148.056.534;6.415;TRUE;30250.16
9;19/02/2010;43.06;2.514;NA;NA;NA;NA;NA;2.148.506.185;6.415;FALSE;31789.86
9;26/02/2010;43.83;2.561;NA;NA;NA;NA;NA;2.148.780.453;6.415;FALSE;21282.09
9;05/03/2010;48.43;2.625;NA;NA;NA;NA;NA;2.149.054.721;6.415;FALSE;17303.3
9;12/03/2010;55.76;2.667;NA;NA;NA;NA;NA;214.932.899;6.415;FALSE;16107.93
9;19/03/2010;53.15;2.72;NA;NA;NA;NA;NA;2.147.597.274;6.415;FALSE;16553.48
9;26/03/2010;51.8;2.732;NA;NA;NA;NA;NA;2.145.531.227;6.415;FALSE;16215.81
9;02/04/2010;65.21;2.719;NA;NA;NA;NA;NA;2.143.465.181;6.384;FALSE;16227.08
9;09/04/2010;64.95;2.77;NA;NA;NA;NA;NA;2.141.399.135;6.384;FALSE;19605.53
9;16/04/2010;66.09;2.808;NA;NA;NA;NA;NA;2.140.001.817;6.384;FALSE;17361.19
